model,benchmark,category,template,count,denominator,percentage
Goedel-8B,miniF2F,Tactic failure,not a positivity goal,11,7815,0.140755
Goedel-8B,miniF2F,Type mismatch,"invalid constructor ⟨...⟩, expected type must be an inductive type",11,7815,0.140755
Goedel-8B,miniF2F,Tactic failure,rcases tactic failed: 'ID' is not an inductive datatype,10,7815,0.127959
Goedel-8B,miniF2F,Tactic failure,tauto failed to solve some goals.,9,7815,0.115163
Goedel-8B,miniF2F,Tactic failure,alternative 'ID' has not been provided,7,7815,0.089571
Goedel-8B,miniF2F,Tactic failure,"tactic 'ID' failed, motive is not type correct",7,7815,0.089571
Goedel-8B,miniF2F,Syntax error,unexpected identifier; expected 'TOKEN',6,7815,0.076775
Goedel-8B,miniF2F,Syntax error,"unexpected token 'TOKEN'; expected 'TOKEN', 'TOKEN' or 'TOKEN'",6,7815,0.076775
Goedel-8B,miniF2F,Tactic failure,tactic 'ID' proved that the proposition,6,7815,0.076775
Goedel-8B,miniF2F,Tactic failure,failed to prove positivity/nonnegativity/nonzeroness,5,7815,0.063980
Goedel-8B,miniF2F,Type mismatch,"invalid constructor ⟨...⟩, expected type must be an inductive type with only one constructor",5,7815,0.063980
Goedel-8B,miniF2F,Missing instance,"invalid 'TYPE' step, failed to synthesize 'TYPE' instance",4,7815,0.051184
Goedel-8B,miniF2F,Syntax error,unexpected token 'TOKEN'; expected identifier,4,7815,0.051184
Goedel-8B,miniF2F,Tactic failure,"'ID' tactic failed, has type",4,7815,0.051184
Goedel-8B,miniF2F,Tactic failure,"failed to prove strict positivity, but it would be possible to prove nonnegativity if desired",3,7815,0.038388
Goedel-8B,miniF2F,Tactic failure,interval_cases failed: could not find upper bound on 'TERM',3,7815,0.038388
Goedel-8B,miniF2F,Tactic failure,"tactic 'ID' failed, pattern is a metavariable",3,7815,0.038388
Goedel-8B,miniF2F,Tactic failure,"aesop: error in norm simp: tactic 'ID' failed, nested error",2,7815,0.025592
Goedel-8B,miniF2F,Tactic failure,expected 'ID' or indented tactic sequence,2,7815,0.025592
Goedel-8B,miniF2F,Tactic failure,invalid alternative name 'ID',2,7815,0.025592
Goedel-8B,miniF2F,Tactic failure,"tactic 'ID' failed, insufficient number of binders",2,7815,0.025592
Goedel-8B,miniF2F,Type mismatch,"invalid constructor ⟨...⟩, insufficient number of arguments for 'ID'",2,7815,0.025592
Goedel-8B,miniF2F,Type mismatch,"numerals are data in Lean, but the expected type is a proposition",2,7815,0.025592
Goedel-8B,miniF2F,Syntax error,unexpected end of input; expected 'TOKEN',1,7815,0.012796
Goedel-8B,miniF2F,Syntax error,unexpected token 'TOKEN'; expected term,1,7815,0.012796
Goedel-8B,miniF2F,Tactic failure,"dependent elimination failed, failed to solve equation",1,7815,0.012796
Goedel-8B,miniF2F,Tactic failure,"tactic 'ID' failed, 'ID' is not an inductive datatype",1,7815,0.012796
Goedel-8B,miniF2F,Type mismatch,"invalid projection, structure expected",1,7815,0.012796
Goedel-8B,miniF2F,Type mismatch,"invalid {...} notation, expected type is not known",1,7815,0.012796
Goedel-8B,miniF2F,Type mismatch,"type expected, got",1,7815,0.012796
Kimina-Prover-Distill-8B,FATE-H,Unresolved name,unknown identifier 'ID',382,2371,16.111345
Kimina-Prover-Distill-8B,FATE-H,Unsolved goals,unsolved goals,360,2371,15.183467
Kimina-Prover-Distill-8B,FATE-H,Unresolved name,unknown constant 'ID',333,2371,14.044707
Kimina-Prover-Distill-8B,FATE-H,Missing instance,failed to synthesize instance of type class,211,2371,8.899199
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,no goals to be solved,179,2371,7.549557
Kimina-Prover-Distill-8B,FATE-H,Unresolved name,"invalid field 'ID', the environment does not contain 'ID'",160,2371,6.748208
Kimina-Prover-Distill-8B,FATE-H,Type mismatch,invalid field notation: Field projection operates on types of the form 'ID' where C is a constant. The expression,110,2371,4.639393
Kimina-Prover-Distill-8B,FATE-H,Type mismatch,type mismatch,92,2371,3.880219
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,tactic 'ID' made no progress,76,2371,3.205399
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,linarith failed to find a contradiction,45,2371,1.897933
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,"tactic 'ID' failed, did not find the pattern in the target expression",37,2371,1.560523
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,"tactic 'ID' failed, motive is not type correct",33,2371,1.391818
Kimina-Prover-Distill-8B,FATE-H,Type mismatch,application type mismatch: The argument,32,2371,1.349642
Kimina-Prover-Distill-8B,FATE-H,Type mismatch,function expected at 'ID',29,2371,1.223113
Kimina-Prover-Distill-8B,FATE-H,Type mismatch,"type mismatch: After simplification, term",25,2371,1.054407
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,"tactic 'ID' failed, insufficient number of binders",17,2371,0.716997
Kimina-Prover-Distill-8B,FATE-H,Missing instance,failed to synthesize,14,2371,0.590468
Kimina-Prover-Distill-8B,FATE-H,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN' or identifier,14,2371,0.590468
Kimina-Prover-Distill-8B,FATE-H,Syntax error,"unexpected token 'TOKEN'; expected 'TOKEN', 'TOKEN' or 'TOKEN'",13,2371,0.548292
Kimina-Prover-Distill-8B,FATE-H,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN',12,2371,0.506116
Kimina-Prover-Distill-8B,FATE-H,Unresolved name,"overloaded, errors",11,2371,0.463939
Kimina-Prover-Distill-8B,FATE-H,Termination failure,fail to show termination for,10,2371,0.421763
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,no applicable extensionality theorem found for 'TYPE',9,2371,0.379587
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,tactic 'ID' failed,9,2371,0.379587
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,"tactic 'ID' failed, 'ID' is not an inductive datatype",9,2371,0.379587
Kimina-Prover-Distill-8B,FATE-H,Type mismatch,invalid field notation: Type of,9,2371,0.379587
Kimina-Prover-Distill-8B,FATE-H,Unresolved name,'ID' is not a field of structure 'ID',9,2371,0.379587
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,"tactic 'ID' failed, nested error",8,2371,0.337410
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,interval_cases failed: could not find upper bound on 'TERM',7,2371,0.295234
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,omega could not prove the goal:,7,2371,0.295234
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,"tactic 'ID' failed, could not unify the conclusion of 'ID'",7,2371,0.295234
Kimina-Prover-Distill-8B,FATE-H,Type mismatch,failed: ID is not the type of a function.,6,2371,0.253058
Kimina-Prover-Distill-8B,FATE-H,Unresolved name,ambiguous term,6,2371,0.253058
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,expected 'ID' or indented tactic sequence,5,2371,0.210881
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,"tactic 'ID' failed, 'TERM'",5,2371,0.210881
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,"tactic 'ID' failed. Error: failed to compile definition, compiler IR check failed at 'ID'. Error: depends on declaration 'ID', which has no executable code; consider marking definition as 'ID'",5,2371,0.210881
Kimina-Prover-Distill-8B,FATE-H,Type mismatch,"type expected, got",5,2371,0.210881
Kimina-Prover-Distill-8B,FATE-H,Unresolved name,unknown universe level 'ID',5,2371,0.210881
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,"tactic 'ID' failed, no applicable constructor found",4,2371,0.168705
Kimina-Prover-Distill-8B,FATE-H,Type mismatch,"invalid projection: Projections cannot be used on functions, and",4,2371,0.168705
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,"'ID' inapplicable. The LHS must be an application of 'ID', 'ID', or 'ID'.",3,2371,0.126529
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,invalid rewrite argument: expected an equality or iff proof or definition name,3,2371,0.126529
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,"the given degree is 'ID'. However,",3,2371,0.126529
Kimina-Prover-Distill-8B,FATE-H,Type mismatch,fields missing: 'ID',3,2371,0.126529
Kimina-Prover-Distill-8B,FATE-H,Type mismatch,insufficient number of fields for 'ID' constructor,3,2371,0.126529
Kimina-Prover-Distill-8B,FATE-H,Type mismatch,invalid projection: Projection operates on structure-like types with fields. The expression,3,2371,0.126529
Kimina-Prover-Distill-8B,FATE-H,Unresolved name,unknown tactic 'ID',3,2371,0.126529
Kimina-Prover-Distill-8B,FATE-H,Missing instance,type class instance expected,2,2371,0.084353
Kimina-Prover-Distill-8B,FATE-H,Syntax error,expected token,2,2371,0.084353
Kimina-Prover-Distill-8B,FATE-H,Syntax error,unexpected end of input; expected 'TOKEN',2,2371,0.084353
Kimina-Prover-Distill-8B,FATE-H,Syntax error,"unexpected token 'TOKEN'; expected 'TOKEN', 'TOKEN' or identifier",2,2371,0.084353
Kimina-Prover-Distill-8B,FATE-H,Syntax error,unexpected token 'TOKEN'; expected command,2,2371,0.084353
Kimina-Prover-Distill-8B,FATE-H,Syntax error,unexpected token 'TOKEN'; expected term,2,2371,0.084353
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,case tag 'ID' not found,2,2371,0.084353
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,tactic 'ID' failed to unfold 'ID' in,2,2371,0.084353
Kimina-Prover-Distill-8B,FATE-H,Type mismatch,'ID' expression has type,2,2371,0.084353
Kimina-Prover-Distill-8B,FATE-H,Type mismatch,"failed to prove index is valid, possible solutions:",2,2371,0.084353
Kimina-Prover-Distill-8B,FATE-H,Type mismatch,invalid projection: index 'ID' is invalid for this structure,2,2371,0.084353
Kimina-Prover-Distill-8B,FATE-H,Unresolved name,'ID' has already been declared,2,2371,0.084353
Kimina-Prover-Distill-8B,FATE-H,Resource exhaustion,maximum recursion depth has been reached,1,2371,0.042176
Kimina-Prover-Distill-8B,FATE-H,Syntax error,"unexpected end of input; expected 'TOKEN', 'TOKEN' or 'TOKEN'",1,2371,0.042176
Kimina-Prover-Distill-8B,FATE-H,Syntax error,"unexpected end of input; expected 'TOKEN', 'TOKEN', 'TOKEN', 'TOKEN', 'TOKEN' or identifier",1,2371,0.042176
Kimina-Prover-Distill-8B,FATE-H,Syntax error,unexpected identifier; expected command,1,2371,0.042176
Kimina-Prover-Distill-8B,FATE-H,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN' or term,1,2371,0.042176
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,alternative 'ID' has not been provided,1,2371,0.042176
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,elaboration function for 'ID' has not been implemented,1,2371,0.042176
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,"failed to prove strict positivity, but it would be possible to prove nonnegativity if desired",1,2371,0.042176
Kimina-Prover-Distill-8B,FATE-H,Tactic failure,"tactic 'ID' failed, could not unify the type of 'ID'",1,2371,0.042176
Kimina-Prover-Distill-8B,FATE-H,Type mismatch,expected type must not contain metavariables,1,2371,0.042176
Kimina-Prover-Distill-8B,FATE-H,Type mismatch,invalid 'ID' notation: The expected type,1,2371,0.042176
Kimina-Prover-Distill-8B,FATE-H,Type mismatch,invalid argument: variable 'ID' is not a proposition or let-declaration,1,2371,0.042176
Kimina-Prover-Distill-8B,FATE-M,Unsolved goals,unsolved goals,1306,9105,14.343767
Kimina-Prover-Distill-8B,FATE-M,Unresolved name,unknown constant 'ID',1104,9105,12.125206
Kimina-Prover-Distill-8B,FATE-M,Missing instance,failed to synthesize instance of type class,1003,9105,11.015925
Kimina-Prover-Distill-8B,FATE-M,Unresolved name,unknown identifier 'ID',778,9105,8.544756
Kimina-Prover-Distill-8B,FATE-M,Tactic failure,tactic 'ID' made no progress,742,9105,8.149368
Kimina-Prover-Distill-8B,FATE-M,Unresolved name,"invalid field 'ID', the environment does not contain 'ID'",525,9105,5.766063
Kimina-Prover-Distill-8B,FATE-M,Tactic failure,linarith failed to find a contradiction,508,9105,5.579352
Kimina-Prover-Distill-8B,FATE-M,Tactic failure,no goals to be solved,450,9105,4.942339
Kimina-Prover-Distill-8B,FATE-M,Type mismatch,type mismatch,415,9105,4.557935
Kimina-Prover-Distill-8B,FATE-M,Type mismatch,invalid field notation: Field projection operates on types of the form 'ID' where C is a constant. The expression,344,9105,3.778144
Kimina-Prover-Distill-8B,FATE-M,Tactic failure,"tactic 'ID' failed, did not find the pattern in the target expression",268,9105,2.943438
Kimina-Prover-Distill-8B,FATE-M,Type mismatch,application type mismatch: The argument,210,9105,2.306425
Kimina-Prover-Distill-8B,FATE-M,Tactic failure,omega could not prove the goal:,159,9105,1.746293
Kimina-Prover-Distill-8B,FATE-M,Tactic failure,tactic 'ID' failed,94,9105,1.032400
Kimina-Prover-Distill-8B,FATE-M,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN' or identifier,91,9105,0.999451
Kimina-Prover-Distill-8B,FATE-M,Unresolved name,ambiguous term,81,9105,0.889621
Kimina-Prover-Distill-8B,FATE-M,Type mismatch,invalid projection: Projection operates on types of the form 'ID' where C is a constant. The expression,78,9105,0.856672
Kimina-Prover-Distill-8B,FATE-M,Type mismatch,"type mismatch: After simplification, term",73,9105,0.801757
Kimina-Prover-Distill-8B,FATE-M,Tactic failure,"tactic 'ID' failed, insufficient number of binders",69,9105,0.757825
Kimina-Prover-Distill-8B,FATE-M,Tactic failure,"tactic 'ID' failed, 'TERM'",62,9105,0.680945
Kimina-Prover-Distill-8B,FATE-M,Tactic failure,"tactic 'ID' failed, 'ID' is not an inductive datatype",57,9105,0.626030
Kimina-Prover-Distill-8B,FATE-M,Tactic failure,"tactic 'ID' failed, could not unify the conclusion of 'ID'",55,9105,0.604064
Kimina-Prover-Distill-8B,FATE-M,Type mismatch,function expected at 'ID',53,9105,0.582098
Kimina-Prover-Distill-8B,FATE-M,Termination failure,fail to show termination for,43,9105,0.472268
Kimina-Prover-Distill-8B,FATE-M,Type mismatch,"invalid field notation, function 'ID' does not have an argument with the required receiver type",39,9105,0.428336
Kimina-Prover-Distill-8B,FATE-M,Type mismatch,invalid argument: variable 'ID' is not a proposition or let-declaration,36,9105,0.395387
Kimina-Prover-Distill-8B,FATE-M,Tactic failure,no applicable extensionality theorem found for 'TYPE',33,9105,0.362438
Kimina-Prover-Distill-8B,FATE-M,Syntax error,unexpected token 'TOKEN'; expected 'TOKEN',32,9105,0.351455
Kimina-Prover-Distill-8B,FATE-M,Tactic failure,"tactic 'ID' failed, could not unify the type of 'ID'",29,9105,0.318506
Kimina-Prover-Distill-8B,FATE-M,Unresolved name,"overloaded, errors",27,9105,0.296540
Kimina-Prover-Distill-8B,FATE-M,Missing instance,failed to synthesize,24,9105,0.263591
Kimina-Prover-Distill-8B,FATE-M,Tactic failure,invalid rewrite argument: expected an equality or iff proof or definition name,24,9105,0.263591
Kimina-Prover-Distill-8B,FATE-M,Tactic failure,"tactic 'ID' failed, nested error",23,9105,0.252608
Kimina-Prover-Distill-8B,FATE-M,Type mismatch,mod_cast has type,21,9105,0.230643
Kimina-Prover-Distill-8B,FATE-M,Tactic failure,interval_cases failed: could not find upper bound on 'TERM',19,9105,0.208677
Kimina-Prover-Distill-8B,FATE-M,Tactic failure,"failed to prove strict positivity, but it would be possible to prove nonnegativity if desired",17,9105,0.186711
Kimina-Prover-Distill-8B,FATE-M,Type mismatch,"invalid 'ID' step, left-hand side is",13,9105,0.142779
Kimina-Prover-Distill-8B,FATE-M,Tactic failure,alternative 'ID' has not been provided,12,9105,0.131796
Kimina-Prover-Distill-8B,FATE-M,Missing instance,typeclass instance problem is stuck,11,9105,0.120813
Kimina-Prover-Distill-8B,FATE-M,Tactic failure,invalid alternative name 'ID',10,9105,0.109830
Kimina-Prover-Distill-8B,FATE-M,Type mismatch,insufficient number of fields for 'ID' constructor,10,9105,0.109830
Kimina-Prover-Distill-8B,FATE-M,Unresolved name,unknown tactic 'ID',9,9105,0.098847
Kimina-Prover-Distill-8B,FATE-M,Tactic failure,expected 'ID' or indented tactic sequence,8,9105,0.087864
Kimina-Prover-Distill-8B,FATE-M,Type mismatch,failed: ID is not the type of a function.,8,9105,0.087864
Kimina-Prover-Distill-8B,FATE-M,Type mismatch,"invalid 'ID' step, right-hand side is",7,9105,0.076881
Kimina-Prover-Distill-8B,FATE-M,Syntax error,"unexpected token 'TOKEN'; expected 'TOKEN', 'TOKEN' or 'TOKEN'",6,9105,0.065898
Kimina-Prover-Distill-8B,FATE-M,Tactic failure,"tactic 'ID' failed, major premise type is not an inductive type",6,9105,0.065898
Kimina-Prover-Distill-8B,FATE-M,Type mismatch,invalid projection: Type of,6,9105,0.065898
Kimina-Prover-Distill-8B,FATE-M,Type mismatch,"type expected, got",6,9105,0.065898
Kimina-Prover-Distill-8B,FATE-M,Missing instance,type class instance expected,5,9105,0.054915
Kimina-Prover-Distill-8B,FATE-M,Syntax error,unexpected end of input; expected 'TOKEN',5,9105,0.054915
Kimina-Prover-Distill-8B,FATE-M,Syntax error,unexpected syntax,5,9105,0.054915
Kimina-Prover-Distill-8B,FATE-M,Syntax error,unexpected token 'TOKEN'; expected command,5,9105,0.054915
Kimina-Prover-Distill-8B,FATE-M,Tactic failure,"tactic 'ID' failed, requires an inductive type with NUM constructors",5,9105,0.054915
Kimina-Prover-Distill-8B,FATE-M,Type mismatch,'ID' expression has type,5,9105,0.054915
Kimina-Prover-Distill-8B,FATE-M,Type mismatch,"numerals are data in Lean, but the expected type is a proposition",5,9105,0.054915
